Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2024-06-12,2024,6,Tokyo,Japan,Temporary,Both,SEM Specialist,Paid Advertising Specialist,USAJOBS,Packaging Corp. of America,500 or above,Manufacturing,5,15,Senior,M.Com,55000,105000,80000
2023-01-07,2023,1,Brussels,Belgium,Temporary,Male,Chemical Engineer,Research and Development (R&D) Engineer,ZipRecruiter,Fresenius SE & Co. KGaA,500 or above,Healthcare,5,11,Senior,M.Com,59000,108000,83500
2023-09-02,2023,9,Bangkok,Thailand,Contract,Both,Legal Counsel,Intellectual Property Lawyer,Stack Overflow Jobs,SSE plc,500 or above,Utilities,0,10,Senior,B.Com,59000,96000,77500
2023-01-12,2023,1,"Washington, D.C.",USA,Full-Time,Both,Electrical Designer,Electrical Engineer,Jobs2Careers,Kellogg,500 or above,Food,2,12,Senior,MCA,65000,125000,95000
2024-06-04,2024,6,City of Port Louis,Mauritius,Temporary,Both,Mechanical Engineer,Mechanical Design Engineer,FlexJobs,Insight Enterprises,500 or above,IT Services,5,13,Senior,B.Tech,55000,114000,84500
2023-03-10,2023,3,Brussels,Belgium,Full-Time,Male,UI Developer,UX/UI Designer,Snagajob,China Shenhua Energy,500 or above,Mining and Energy,5,13,Senior,B.Tech,65000,119000,92000
2022-07-02,2022,7,Beijing,China,Contract,Female,Aerospace Engineer,Avionics Engineer,FlexJobs,United States Steel,500 or above,Metals and Mining,5,11,Senior,BBA,65000,106000,85500
2024-03-05,2024,3,Hanoi,Vietnam,Part-Time,Male,Landscape Designer,Commercial Landscape Architect,Glassdoor,ConocoPhillips,500 or above,Energy,4,13,Senior,B.Tech,55000,121000,88000
2023-10-08,2023,10,New Delhi,India,Temporary,Male,Litigation Attorney,Trial Attorney,Internships.com,Balfour Beatty,500 or above,Construction and Engineering,3,12,Senior,MBA,55000,84000,69500
2024-07-04,2024,7,Beijing,China,Temporary,Female,UX/UI Designer,Interaction Designer,ZipRecruiter,PI Industries,500 or above,Chemicals,2,8,Senior,BCA,62000,125000,93500
2024-12-04,2024,12,Brussels,Belgium,Full-Time,Male,Database Developer,NoSQL Database Engineer,LinkedIn,Danaher,500 or above,Healthcare,4,12,Senior,M.Com,55000,100000,77500
2022-09-09,2022,9,City of Port Louis,Mauritius,Full-Time,Female,Executive Assistant,Personal Assistant,CareerBuilder,UFP Industries,500 or above,Building Materials,2,8,Senior,BCA,56000,106000,81000
2023-05-10,2023,5,City of Port Louis,Mauritius,Intern,Both,Supply Chain Analyst,Logistics Analyst,Idealist,D.R. Horton,500 or above,Real Estate,0,8,Senior,M.Com,62000,92000,77000
2024-01-06,2024,1,Berlin,Germany,Contract,Female,Architect,Project Architect,ZipRecruiter,Barclays,500 or above,Financial Services,4,12,Senior,MBA,64000,125000,94500
2024-01-06,2024,1,Beijing,China,Part-Time,Both,Software Engineer,Frontend Developer,Idealist,Quest Diagnostics,500 or above,Healthcare Services,0,12,Senior,BBA,64000,82000,73000
2022-10-09,2022,10,Ottawa,Canada,Intern,Male,Database Administrator,Database Developer,CareerBuilder,LPL Financial Holdings,500 or above,Financial Services,2,14,Senior,MCA,64000,82000,73000
2023-09-05,2023,9,Tokyo,Japan,Full-Time,Both,Copywriter,SEO Copywriter,The Muse,Infosys,500 or above,Information Technology,0,9,Senior,BCA,55000,113000,84000
2024-04-02,2024,4,London,UK,Contract,Female,Market Research Analyst,Market Researcher,Dice,Seven Group Holdings,500 or above,Diversified,5,14,Senior,MCA,64000,81000,72500
2023-07-07,2023,7,Ottawa,Canada,Full-Time,Female,Finance Manager,Financial Planning Manager,Idealist,Cognizant Technology Solutions,500 or above,IT Consulting,5,10,Senior,BBA,60000,111000,85500
2022-09-08,2022,9,Berlin,Germany,Full-Time,Both,Substance Abuse Counselor,Family Counselor,Idealist,Titan Company,500 or above,Consumer Goods,0,8,Senior,B.Com,61000,82000,71500
2021-10-11,2021,10,Lisbon,Portugal,Full-Time,Male,Email Marketing Specialist,Email Campaign Manager,FlexJobs,Olin,500 or above,Chemicals,2,15,Senior,MCA,56000,113000,84500
2025-02-07,2025,2,Hanoi,Vietnam,Part-Time,Both,Digital Marketing Specialist,Social Media Manager,Dice,AbbVie,500 or above,Healthcare,5,9,Senior,BA,62000,96000,79000
2022-09-11,2022,9,Tokyo,Japan,Intern,Both,Market Research Analyst,Market Researcher,Internships.com,Salesforce,500 or above,Technology,5,12,Senior,BCA,60000,119000,89500
2022-02-06,2022,2,Beijing,China,Part-Time,Female,Network Technician,Network Support Specialist,Jobs2Careers,Sinochem Group,500 or above,Chemicals and Energy,1,10,Senior,MBA,65000,110000,87500
2023-04-04,2023,4,Berlin,Germany,Intern,Male,Event Coordinator,Wedding Coordinator,USAJOBS,Coterra Energy,51-500,Energy,3,15,Senior,B.Tech,61000,128000,94500
2024-01-05,2024,1,Beijing,China,Part-Time,Male,Public Relations Specialist,Brand PR Specialist,Monster,NMDC Limited,500 or above,Mining,4,12,Senior,PhD,63000,110000,86500
2025-05-05,2025,5,Tokyo,Japan,Full-Time,Both,Customer Support Specialist,Help Desk Analyst,Glassdoor,Arrow Electronics,500 or above,Technology,0,11,Senior,BCA,61000,119000,90000
2024-01-09,2024,1,Beijing,China,Full-Time,Male,Systems Engineer,Cloud Systems Engineer,CareerBuilder,CNOOC (China National Offshore Oil Corporation),500 or above,Oil and Gas,1,13,Senior,MCA,57000,106000,81500
2024-06-07,2024,6,Ottawa,Canada,Full-Time,Male,Architectural Designer,Architectural Drafter,LinkedIn,Block,500 or above,Technology,1,12,Senior,BBA,57000,86000,71500
2023-02-06,2023,2,Madrid,Spain,Part-Time,Both,Network Security Specialist,Security Operations Center (SOC) Analyst,Idealist,Deere,500 or above,Industrial,2,8,Senior,MCA,55000,95000,75000
2022-08-11,2022,8,Paris,France,Temporary,Female,Environmental Engineer,Sustainability Specialist,Snagajob,Burlington Stores,500 or above,Retail,4,10,Senior,B.Tech,63000,120000,91500
2023-02-05,2023,2,Beijing,China,Intern,Male,Office Manager,Administrative Manager,Idealist,Kyndryl Holdings,500 or above,IT Services,4,11,Senior,MBA,61000,109000,85000
2023-12-03,2023,12,"Washington, D.C.",USA,Intern,Female,Financial Advisor,Wealth Management Advisor,Glassdoor,APA,500 or above,Energy,2,13,Senior,PhD,62000,83000,72500
2023-11-08,2023,11,Berlin,Germany,Part-Time,Both,Account Executive,Key Account Executive,LinkedIn,Lululemon athletica,500 or above,Apparel,3,9,Senior,BCA,62000,125000,93500
2023-10-10,2023,10,Brussels,Belgium,Temporary,Both,Market Research Analyst,Market Researcher,SimplyHired,Illinois Tool Works,500 or above,Industrial Machinery,1,15,Senior,M.Com,55000,123000,89000
2023-05-02,2023,5,City of Port Louis,Mauritius,Part-Time,Male,Environmental Consultant,Environmental Impact Analyst,Indeed,Sonic Healthcare,500 or above,Healthcare,2,13,Senior,PhD,60000,97000,78500
2022-11-08,2022,11,Ottawa,Canada,Temporary,Female,Systems Administrator,Database Administrator,USAJOBS,General Electric,500 or above,Conglomerate,4,14,Senior,PhD,58000,88000,73000
2022-10-02,2022,10,Brussels,Belgium,Temporary,Both,Legal Counsel,Intellectual Property Lawyer,ZipRecruiter,Royal Mail,500 or above,Postal Services,3,12,Senior,B.Com,56000,115000,85500
2022-02-10,2022,2,City of Port Louis,Mauritius,Intern,Male,Finance Manager,Accounting Manager,Stack Overflow Jobs,Adobe,500 or above,Technology,1,8,Senior,PhD,56000,80000,68000
2024-04-03,2024,4,Tokyo,Japan,Part-Time,Male,Event Coordinator,Event Planner,ZipRecruiter,Sainsbury's,500 or above,Retail,4,14,Senior,BBA,56000,100000,78000
2023-11-10,2023,11,Berlin,Germany,Contract,Male,Financial Advisor,Retirement Planner,The Muse,Commercial Metals,500 or above,Manufacturing,2,14,Senior,B.Com,62000,130000,96000
2024-08-02,2024,8,London,UK,Part-Time,Both,Front-End Engineer,JavaScript Developer,Indeed,Titan Company,500 or above,Consumer Goods,0,8,Senior,M.Tech,59000,86000,72500
2023-10-09,2023,10,New Delhi,India,Temporary,Male,Environmental Consultant,Environmental Compliance Officer,Jobs2Careers,Apollo Global Management,500 or above,Asset Management,3,12,Senior,M.Tech,61000,84000,72500
2023-07-04,2023,7,Ottawa,Canada,Full-Time,Male,Project Coordinator,Project Manager,Dice,Jackson Financial,500 or above,Financial Services,4,13,Senior,B.Tech,56000,100000,78000
2024-07-04,2024,7,Paris,France,Intern,Male,Legal Secretary,Court Clerk,Internships.com,Stryker,500 or above,Medical Devices,4,13,Senior,MCA,64000,116000,90000
2021-03-11,2021,3,Paris,France,Part-Time,Male,Electrical Engineer,Electronics Hardware Engineer,LinkedIn,Bajaj Finserv,500 or above,Financial Services,0,14,Senior,B.Com,65000,94000,79500
2023-12-09,2023,12,New Delhi,India,Full-Time,Female,Network Security Specialist,Security Operations Center (SOC) Analyst,SimplyHired,General Motors,500 or above,Automotive,0,9,Senior,M.Com,57000,117000,87000
2025-04-07,2025,4,Berlin,Germany,Temporary,Female,Brand Ambassador,Brand Promoter,SimplyHired,BJ's Wholesale Club,500 or above,Retail,1,9,Senior,PhD,56000,129000,92500
2022-10-11,2022,10,Lisbon,Portugal,Part-Time,Both,Sales Representative,Account Executive,LinkedIn,Goldman Sachs Group,500 or above,Financial Services,3,12,Senior,B.Tech,63000,114000,88500
2023-01-11,2023,1,Canberra,Australia,Temporary,Both,Project Coordinator,Administrative Coordinator,Idealist,Edison International,500 or above,Utilities,3,9,Senior,M.Tech,59000,95000,77000
2024-09-08,2024,9,Madrid,Spain,Temporary,Both,Purchasing Agent,Supply Chain Coordinator,Dice,China National Chemical Corporation (ChemChina),500 or above,Chemicals,5,8,Senior,B.Com,64000,115000,89500
2023-02-02,2023,2,Tokyo,Japan,Temporary,Both,Art Teacher,Art Education Coordinator,Monster,GlaxoSmithKline,500 or above,Pharmaceuticals,1,8,Senior,M.Tech,65000,84000,74500
2022-04-12,2022,4,Beijing,China,Part-Time,Both,Front-End Developer,Web Designer,USAJOBS,Magellan Financial Group,51-500,Financial Services/Investment Management,0,12,Senior,BBA,60000,89000,74500
2025-04-06,2025,4,Lisbon,Portugal,Intern,Both,Event Planner,Event Coordinator,Dice,Balfour Beatty,500 or above,Construction and Engineering,3,14,Senior,M.Tech,60000,104000,82000
2023-12-11,2023,12,Beijing,China,Contract,Both,Product Manager,Agile Product Owner,FlexJobs,Expeditors International of Washington,500 or above,Logistics,3,10,Senior,BA,57000,117000,87000
2025-06-08,2025,6,Hanoi,Vietnam,Temporary,Both,Pharmaceutical Sales Representative,Medical Sales Specialist,The Muse,Progressive,500 or above,Insurance,5,13,Senior,MCA,58000,122000,90000
2024-08-02,2024,8,Ottawa,Canada,Part-Time,Female,Customer Success Manager,Onboarding Specialist,USAJOBS,Bajaj Electricals,500 or above,Consumer Goods,2,10,Senior,MBA,61000,122000,91500
2024-02-05,2024,2,London,UK,Temporary,Male,Sales Manager,Sales Team Leader,Idealist,China Life Insurance,500 or above,Insurance,3,11,Senior,B.Com,63000,98000,80500
2024-04-09,2024,4,Tokyo,Japan,Full-Time,Male,Software Developer,Mobile App Developer,SimplyHired,Titan Company,500 or above,Consumer Goods,4,12,Senior,M.Com,58000,90000,74000
2023-10-02,2023,10,"Washington, D.C.",USA,Temporary,Both,Structural Engineer,Construction Engineer,Internships.com,UPL Limited,500 or above,Agrochemicals,3,11,Senior,B.Tech,65000,124000,94500
2024-05-05,2024,5,"Washington, D.C.",USA,Contract,Male,Wedding Planner,Wedding Designer,Snagajob,Murphy USA,500 or above,Retail,4,8,Senior,M.Tech,63000,108000,85500
2023-10-08,2023,10,Madrid,Spain,Temporary,Female,Content Writer,Copywriter,Jobs2Careers,Coterra Energy,51-500,Energy,5,12,Senior,MBA,60000,114000,87000
2024-02-12,2024,2,Hanoi,Vietnam,Temporary,Both,Chemical Engineer,Research and Development (R&D) Engineer,USAJOBS,Derwent London,51-500,Real Estate,5,10,Senior,BCA,58000,98000,78000
2024-03-02,2024,3,City of Port Louis,Mauritius,Intern,Male,Supply Chain Manager,Demand Planner,Internships.com,Marathon Oil,500 or above,Energy,1,15,Senior,M.Com,59000,83000,71000
2022-12-02,2022,12,Singapore,Singapore,Contract,Male,Registered Nurse,Staff Nurse,The Muse,China Shenhua Energy,500 or above,Mining and Energy,1,15,Senior,M.Com,57000,94000,75500
2023-08-12,2023,8,Brussels,Belgium,Temporary,Male,Systems Analyst,IT Analyst,Idealist,First American Financial,500 or above,Financials,0,13,Senior,PhD,57000,118000,87500
2022-06-01,2022,6,Berlin,Germany,Temporary,Male,Tax Consultant,International Tax Consultant,Snagajob,Ambuja Cements,500 or above,Cement & Aggregates,1,15,Senior,BBA,63000,82000,72500
2024-02-11,2024,2,Singapore,Singapore,Part-Time,Both,Personal Assistant,Personal Secretary,Stack Overflow Jobs,Siemens India,500 or above,Industrial Conglomerates,1,13,Senior,B.Com,59000,101000,80000
2025-01-02,2025,1,Tokyo,Japan,Full-Time,Both,Supply Chain Manager,Logistics Manager,Idealist,Berkshire Hathaway,500 or above,Financial Services,1,8,Senior,PhD,56000,95000,75500
2024-04-04,2024,4,Paris,France,Temporary,Female,Event Coordinator,Event Planner,Jobs2Careers,Corteva,500 or above,Agriculture,0,13,Senior,BBA,65000,82000,73500
2023-03-06,2023,3,City of Port Louis,Mauritius,Contract,Both,IT Support Specialist,Desktop Support Technician,Jobs2Careers,Brighthouse Financial,500 or above,Insurance,1,13,Senior,BA,59000,89000,74000
2024-03-04,2024,3,Singapore,Singapore,Contract,Both,Structural Engineer,Bridge Engineer,The Muse,Nvidia,500 or above,Technology,5,10,Senior,M.Tech,59000,129000,94000
2024-07-03,2024,7,"Washington, D.C.",USA,Intern,Female,Architect,Sustainable Design Specialist,Stack Overflow Jobs,EOG Resources,500 or above,Energy,3,8,Senior,PhD,56000,101000,78500
2025-01-05,2025,1,Brussels,Belgium,Intern,Female,Nurse Manager,Nurse Educator,Snagajob,Parker-Hannifin,500 or above,Motion & Control,0,13,Senior,BBA,61000,99000,80000
2022-08-02,2022,8,Brussels,Belgium,Contract,Male,Investment Analyst,Portfolio Manager,Stack Overflow Jobs,Qube Holdings,500 or above,Transportation/Logistics,4,8,Senior,M.Com,56000,94000,75000
2025-04-06,2025,4,Berlin,Germany,Intern,Male,Java Developer,Java Web Application Developer,CareerBuilder,Evolution Mining,500 or above,Mining and Metals/Gold,2,11,Senior,PhD,63000,107000,85000
2022-10-05,2022,10,Tokyo,Japan,Part-Time,Female,Marketing Manager,Brand Manager,Idealist,A-Mark Precious Metals,51-500,Mining,3,13,Senior,MBA,61000,128000,94500
2024-07-10,2024,7,London,UK,Contract,Male,Sales Associate,Retail Sales Associate,SimplyHired,ManpowerGroup,500 or above,Staffing,5,14,Senior,M.Tech,60000,104000,82000
2024-09-06,2024,9,Lisbon,Portugal,Contract,Male,Legal Secretary,Court Clerk,Dice,"Dr. Pepper Snapple Group, Inc.",500 or above,Beverage,0,11,Senior,BBA,61000,90000,75500
2021-07-11,2021,7,Brussels,Belgium,Part-Time,Both,Technical Writer,Instructional Designer,SimplyHired,Pfizer,500 or above,Healthcare,4,12,Senior,BBA,64000,85000,74500
2024-05-03,2024,5,City of Port Louis,Mauritius,Part-Time,Both,Chemical Analyst,Research Chemist,The Muse,DISH Network,500 or above,Telecommunications,2,12,Senior,BBA,60000,98000,79000
2023-01-10,2023,1,London,UK,Intern,Male,Registered Nurse,Charge Nurse,Internships.com,Avery Dennison,500 or above,Industrial,1,11,Senior,PhD,60000,83000,71500
2023-03-03,2023,3,Lisbon,Portugal,Temporary,Both,Financial Analyst,Financial Planner,Dice,Agricultural Bank of China,500 or above,Banking,1,15,Senior,M.Tech,60000,84000,72000
2023-02-09,2023,2,Canberra,Australia,Full-Time,Both,Web Developer,Frontend Web Developer,LinkedIn,Energy Transfer,500 or above,Energy,3,15,Senior,PhD,57000,100000,78500
2024-01-01,2024,1,Lisbon,Portugal,Full-Time,Male,Occupational Therapist,Geriatric Occupational Therapist,SimplyHired,CVS Health,500 or above,Healthcare,4,15,Senior,BBA,58000,89000,73500
2023-10-04,2023,10,"Washington, D.C.",USA,Temporary,Both,Network Technician,Network Security Specialist,USAJOBS,Adani Enterprises,500 or above,Conglomerate,5,13,Senior,MBA,63000,116000,89500
2023-02-07,2023,2,Berlin,Germany,Contract,Both,Veterinarian,Exotic Animal Veterinarian,Internships.com,Laboratory Corp. of America,500 or above,Healthcare Services,3,15,Senior,BA,58000,97000,77500
2022-12-05,2022,12,London,UK,Part-Time,Male,Software Architect,Enterprise Architect,Idealist,KeyCorp,500 or above,Financial Services,3,12,Senior,M.Com,58000,115000,86500
2023-09-07,2023,9,Canberra,Australia,Contract,Both,Sales Manager,Sales Team Leader,Jobs2Careers,DXC Technology,500 or above,IT Services,2,13,Senior,MCA,60000,99000,79500
2024-11-03,2024,11,Bangkok,Thailand,Full-Time,Female,UX/UI Designer,Interaction Designer,ZipRecruiter,Hartford Financial Services Group,500 or above,Financial Services,2,13,Senior,M.Com,59000,114000,86500
2023-11-01,2023,11,Ottawa,Canada,Contract,Both,Data Entry Clerk,Record Keeper,Internships.com,PPG Industries,500 or above,Manufacturing,4,8,Senior,BBA,57000,119000,88000
2022-01-02,2022,1,Beijing,China,Contract,Both,Executive Assistant,Project Coordinator,Snagajob,Univar Solutions,500 or above,Chemicals,4,14,Senior,MBA,61000,123000,92000
2022-05-12,2022,5,Ottawa,Canada,Intern,Male,Procurement Manager,Strategic Sourcing Manager,LinkedIn,Agricultural Bank of China,500 or above,Banking,2,11,Senior,PhD,63000,97000,80000
2022-02-06,2022,2,Singapore,Singapore,Contract,Male,Research Analyst,Market Research Analyst,USAJOBS,Evonik Industries AG,500 or above,Specialty Chemicals,1,10,Senior,BCA,56000,125000,90500
2022-10-10,2022,10,New Delhi,India,Full-Time,Male,Data Scientist,Machine Learning Engineer,SimplyHired,BMW Group,500 or above,Automotive,3,11,Senior,B.Tech,55000,124000,89500
2023-07-10,2023,7,Beijing,China,Intern,Both,Legal Assistant,Legal Secretary,Jobs2Careers,Charter Communications,500 or above,Telecommunications,0,10,Senior,MBA,62000,100000,81000
2022-07-11,2022,7,Paris,France,Part-Time,Female,Software Engineer,DevOps Engineer,USAJOBS,Equinix,500 or above,Real Estate,3,8,Senior,MCA,57000,92000,74500
2024-07-10,2024,7,London,UK,Intern,Female,Brand Ambassador,Brand Promoter,Snagajob,Commercial Metals,500 or above,Manufacturing,3,15,Senior,BA,56000,127000,91500
2022-10-07,2022,10,London,UK,Part-Time,Male,Landscape Designer,Sustainable Landscape Specialist,Monster,RWE AG,500 or above,Energy,5,11,Senior,PhD,56000,123000,89500
2023-01-02,2023,1,Paris,France,Intern,Male,Family Nurse Practitioner,Pediatric Nurse Practitioner,ZipRecruiter,Deutsche Post DHL Group,500 or above,Logistics,1,9,Senior,PhD,62000,119000,90500
2023-01-08,2023,1,Tokyo,Japan,Part-Time,Female,Web Developer,Full-Stack Developer,FlexJobs,Croda International,500 or above,Chemicals,5,11,Senior,BA,55000,92000,73500
2023-01-05,2023,1,Lisbon,Portugal,Full-Time,Female,Mechanical Engineer,Manufacturing Engineer,Dice,Morrison Supermarkets,500 or above,Retail,0,10,Senior,BA,55000,80000,67500
2025-07-07,2025,7,Madrid,Spain,Contract,Both,Accountant,Tax Accountant,The Muse,Jones Lang LaSalle,500 or above,Real Estate,4,10,Senior,M.Com,61000,116000,88500
2024-07-06,2024,7,Bangkok,Thailand,Part-Time,Both,Administrative Assistant,Executive Assistant,Snagajob,Maruti Suzuki India,500 or above,Automotive,3,9,Senior,PhD,59000,102000,80500
2022-07-10,2022,7,Hanoi,Vietnam,Temporary,Both,Database Administrator,Database Security Specialist,ZipRecruiter,Hindustan Zinc,500 or above,Mining,5,8,Senior,MBA,55000,124000,89500
